IDCLIENTE,SEGMENTO,EDAD,PRODUCTO
1589625,A3,31 A 35 AÑOS,CTA
3362639,B1,EMPRESA,CTA & TC
3881031,A3,18 A 22 AÑOS,CTA
249235,A2,46 A 65 AÑOS,CTA
2337818,P2,EMPRESA,CTA
248962,A3,MAYORES A 65 AÑOS,CTA
4532675,A3,31 A 35 AÑOS,CTA
25355,A3,MAYORES A 65 AÑOS,CTA
1769430,A3,46 A 65 AÑOS,CTA
891926,A3,36 A 45 AÑOS,CTA
4649400,B1,EMPRESA,CTA
4446862,A1,23 A 30 AÑOS,CTA
2357867,A3,46 A 65 AÑOS,CTA
4670058,A3,23 A 30 AÑOS,CTA
317053,A3,46 A 65 AÑOS,CTA
783547,A3,MAYORES A 65 AÑOS,CTA
2327413,A2,36 A 45 AÑOS,CTA
1336812,A3,36 A 45 AÑOS,CTA
331339,A3,MAYORES A 65 AÑOS,CTA
4438714,B1,EMPRESA,CTA
2080495,A3,46 A 65 AÑOS,CTA
4593160,B1,EMPRESA,CTA
4663378,P2,EMPRESA,CTA
1272643,B1,EMPRESA,CTA
2863429,A1,36 A 45 AÑOS,CTA
4692572,A2,46 A 65 AÑOS,CTA
604621,A3,MAYORES A 65 AÑOS,CTA
4587358,P2,EMPRESA,CTA
4661995,A3,31 A 35 AÑOS,CTA
4686190,A2,31 A 35 AÑOS,CTA
496925,A3,46 A 65 AÑOS,CTA
4617155,P1,EMPRESA,CTA
420245,A2,46 A 65 AÑOS,CTA
2692579,A3,46 A 65 AÑOS,CTA
2376267,A3,46 A 65 AÑOS,CTA
893134,B1,EMPRESA,CTA
2821457,A2,46 A 65 AÑOS,CTA
328281,E2,EMPRESA,CTA
702823,A2,MAYORES A 65 AÑOS,CTA
1776584,A3,46 A 65 AÑOS,CTA
845191,A3,46 A 65 AÑOS,CTA
4467711,A2,36 A 45 AÑOS,CTA
397480,A3,MAYORES A 65 AÑOS,CTA
1635762,B1,EMPRESA,CTA
430272,A2,MAYORES A 65 AÑOS,CTA
684755,A2,46 A 65 AÑOS,CTA
362615,A3,46 A 65 AÑOS,CTA
4679959,A3,46 A 65 AÑOS,CTA
2172953,A3,36 A 45 AÑOS,CTA
263458,A3,MAYORES A 65 AÑOS,CTA
642978,A3,36 A 45 AÑOS,CTA
829440,A3,36 A 45 AÑOS,CTA
2457476,A2,46 A 65 AÑOS,CTA
939742,B1,EMPRESA,CTA
3921898,A1,46 A 65 AÑOS,CTA
2827455,A2,MAYORES A 65 AÑOS,CTA
397031,A1,46 A 65 AÑOS,CTA
567946,A2,MAYORES A 65 AÑOS,CTA
181489,A3,MAYORES A 65 AÑOS,CTA
3672,A2,MAYORES A 65 AÑOS,CTA
4664286,A3,MAYORES A 65 AÑOS,CTA
225897,A3,MAYORES A 65 AÑOS,CTA
4558553,A3,31 A 35 AÑOS,CTA
1252976,A2,MAYORES A 65 AÑOS,CTA
941444,A3,MAYORES A 65 AÑOS,CTA
878031,A3,46 A 65 AÑOS,CTA
505271,P2,EMPRESA,CTA
1374881,A1,46 A 65 AÑOS,CTA
1624752,A2,46 A 65 AÑOS,CTA
4661194,A3,18 A 22 AÑOS,CTA
394574,A2,46 A 65 AÑOS,CTA
891404,A3,MAYORES A 65 AÑOS,CTA
881253,A1,46 A 65 AÑOS,CTA
3632823,A2,MAYORES A 65 AÑOS,CTA
921756,A3,46 A 65 AÑOS,CTA
630730,A3,46 A 65 AÑOS,CTA
42460,A1,MAYORES A 65 AÑOS,CTA
1104554,A2,46 A 65 AÑOS,CTA
276259,A3,46 A 65 AÑOS,CTA
554363,A3,46 A 65 AÑOS,CTA
4559140,A3,OTROS NO IDENTIFICADOS,CTA
636833,A3,MAYORES A 65 AÑOS,CTA
635800,A3,46 A 65 AÑOS,CTA
4533759,A3,23 A 30 AÑOS,CTA
4178630,A1,23 A 30 AÑOS,CTA
459211,A3,46 A 65 AÑOS,CTA
4537408,A3,46 A 65 AÑOS,CTA
563068,A3,36 A 45 AÑOS,CTA
434978,A3,46 A 65 AÑOS,CTA
1647491,A3,46 A 65 AÑOS,CTA
1427304,A3,36 A 45 AÑOS,CTA
3370715,A2,MAYORES A 65 AÑOS,CTA
4467547,A1,MAYORES A 65 AÑOS,CTA
2125932,A3,46 A 65 AÑOS,CTA
1138630,P2,EMPRESA,CTA
740772,A2,46 A 65 AÑOS,CTA
632701,A3,46 A 65 AÑOS,CTA
585725,A3,MAYORES A 65 AÑOS,CTA
4558204,A2,46 A 65 AÑOS,CTA
1837733,A2,31 A 35 AÑOS,CTA
336595,P2,EMPRESA,CTA
572666,A3,MAYORES A 65 AÑOS,CTA
4442685,A3,23 A 30 AÑOS,CTA
582418,A3,MAYORES A 65 AÑOS,CTA
852429,A3,46 A 65 AÑOS,CTA
902769,B1,EMPRESA,CTA
4580561,A2,31 A 35 AÑOS,CTA
4568283,B1,EMPRESA,CTA
2890473,A1,46 A 65 AÑOS,CTA
893071,A3,MAYORES A 65 AÑOS,CTA
4489031,A3,18 A 22 AÑOS,CTA
6381,A3,36 A 45 AÑOS,CTA
3057490,A3,23 A 30 AÑOS,CTA
3840502,A3,36 A 45 AÑOS,CTA
832514,A1,46 A 65 AÑOS,CTA
404657,A2,MAYORES A 65 AÑOS,CTA
43943,A3,MAYORES A 65 AÑOS,CTA
357929,P2,EMPRESA,CTA
514493,A3,MAYORES A 65 AÑOS,CTA
4417372,A3,31 A 35 AÑOS,CTA
386071,E2,EMPRESA,CTA
4198312,A1,46 A 65 AÑOS,CTA
231899,A1,46 A 65 AÑOS,CTA
155145,A3,MAYORES A 65 AÑOS,CTA
1727339,A3,36 A 45 AÑOS,CTA
4146978,P1,EMPRESA,CTA
330862,A1,46 A 65 AÑOS,CTA
976879,A3,MAYORES A 65 AÑOS,CTA
382747,A3,46 A 65 AÑOS,CTA
4438577,A3,23 A 30 AÑOS,CTA
4608695,A2,23 A 30 AÑOS,CTA
3947965,A3,MAYORES A 65 AÑOS,CTA
3351234,A2,MAYORES A 65 AÑOS,CTA
4486595,A3,23 A 30 AÑOS,CTA
4690493,A3,23 A 30 AÑOS,CTA
401336,A3,MAYORES A 65 AÑOS,CTA
431110,A2,46 A 65 AÑOS,CTA
1567054,A3,MAYORES A 65 AÑOS,CTA
411815,A3,MAYORES A 65 AÑOS,CTA
444439,A3,46 A 65 AÑOS,CTA
3524324,A2,46 A 65 AÑOS,CTA
4404199,A3,23 A 30 AÑOS,CTA
302680,A2,46 A 65 AÑOS,CTA
3540739,A3,36 A 45 AÑOS,CTA
4454772,A2,36 A 45 AÑOS,CTA
3218513,A3,MAYORES A 65 AÑOS,CTA
4769212,A3,46 A 65 AÑOS,CTA
1053118,P2,EMPRESA,CTA
4627698,A1,23 A 30 AÑOS,CTA
4414144,B1,EMPRESA,CTA
480911,A2,46 A 65 AÑOS,CTA
374799,P1,EMPRESA,CTA
4422576,P2,EMPRESA,CTA
559094,A3,46 A 65 AÑOS,CTA
1041057,A3,46 A 65 AÑOS,CTA
829738,B1,EMPRESA,CTA
4451929,A3,31 A 35 AÑOS,CTA
1704882,P2,EMPRESA,CTA
4294371,A1,31 A 35 AÑOS,CTA
1088396,A2,46 A 65 AÑOS,CTA
536253,A2,46 A 65 AÑOS,CTA
458201,A2,46 A 65 AÑOS,CTA
2179378,A3,MAYORES A 65 AÑOS,CTA
1123329,A2,46 A 65 AÑOS,CTA
365001,A3,MAYORES A 65 AÑOS,CTA
1646795,A3,46 A 65 AÑOS,CTA
520760,B1,EMPRESA,CTA
571949,A3,MAYORES A 65 AÑOS,CTA
4668118,A3,46 A 65 AÑOS,CTA
208601,A3,MAYORES A 65 AÑOS,CTA
545321,A2,MAYORES A 65 AÑOS,CTA
1612202,A3,36 A 45 AÑOS,CTA
250283,A3,MAYORES A 65 AÑOS,CTA
4415948,P2,EMPRESA,CTA
10658,A3,MAYORES A 65 AÑOS,CTA
656442,A3,MAYORES A 65 AÑOS,CTA
1351798,A2,MAYORES A 65 AÑOS,CTA
4374362,A2,23 A 30 AÑOS,CTA
782993,A3,46 A 65 AÑOS,CTA
3268530,A2,MAYORES A 65 AÑOS,CTA
2191952,A3,36 A 45 AÑOS,CTA
1532958,A3,36 A 45 AÑOS,CTA
368891,A3,MAYORES A 65 AÑOS,CTA
2971243,A1,46 A 65 AÑOS,CTA
4407509,A3,MAYORES A 65 AÑOS,CTA
1374902,A2,46 A 65 AÑOS,CTA
4271026,A3,MAYORES A 65 AÑOS,CTA
602475,A3,46 A 65 AÑOS,CTA
2289294,A3,31 A 35 AÑOS,CTA
59039,A3,MAYORES A 65 AÑOS,CTA
676920,P2,EMPRESA,CTA
1407196,A3,46 A 65 AÑOS,CTA
523061,B1,EMPRESA,CTA
4434654,A3,23 A 30 AÑOS,CTA
1702668,A3,36 A 45 AÑOS,CTA
613978,A3,36 A 45 AÑOS,CTA
1759272,A3,36 A 45 AÑOS,CTA
339784,A3,MAYORES A 65 AÑOS,CTA
950161,B1,EMPRESA,CTA
648655,A2,46 A 65 AÑOS,CTA
4502524,A3,36 A 45 AÑOS,CTA
4097598,P2,EMPRESA,CTA
1729777,A3,MAYORES A 65 AÑOS,CTA
575400,B1,EMPRESA,CTA
2821258,A3,46 A 65 AÑOS,CTA
4414954,A3,23 A 30 AÑOS,CTA
441961,A3,46 A 65 AÑOS,CTA
4472760,A3,18 A 22 AÑOS,CTA
1285065,A3,46 A 65 AÑOS,CTA
4470050,A3,46 A 65 AÑOS,CTA
3502296,A3,23 A 30 AÑOS,CTA
402938,A3,MAYORES A 65 AÑOS,CTA
352650,B1,EMPRESA,CTA
959723,A3,46 A 65 AÑOS,CTA
4215773,E2,EMPRESA,CTA
682403,B1,EMPRESA,CTA
2386108,A3,36 A 45 AÑOS,CTA
1626801,A1,MAYORES A 65 AÑOS,CTA
1276188,A2,MAYORES A 65 AÑOS,CTA
453696,B1,EMPRESA,CTA
876524,A3,MAYORES A 65 AÑOS,CTA
4498292,A3,23 A 30 AÑOS,CTA
4497132,A3,MAYORES A 65 AÑOS,CTA
2753713,A1,46 A 65 AÑOS,CTA
2630553,A3,36 A 45 AÑOS,CTA
805615,A1,46 A 65 AÑOS,CTA
4626278,A3,31 A 35 AÑOS,CTA
971612,P2,EMPRESA,CTA
348134,A3,46 A 65 AÑOS,CTA
616508,A1,MAYORES A 65 AÑOS,CTA
4513822,A3,23 A 30 AÑOS,CTA
3098002,A3,31 A 35 AÑOS,CTA
623353,A3,46 A 65 AÑOS,CTA
629966,A3,MAYORES A 65 AÑOS,CTA
366492,A1,46 A 65 AÑOS,CTA
4527784,A3,36 A 45 AÑOS,CTA
290546,A3,46 A 65 AÑOS,CTA
389846,A3,MAYORES A 65 AÑOS,CTA
1334478,A3,46 A 65 AÑOS,CTA
967960,A3,MAYORES A 65 AÑOS,CTA
489389,A3,MAYORES A 65 AÑOS,CTA
838951,A3,MAYORES A 65 AÑOS,CTA
129352,A3,MAYORES A 65 AÑOS,CTA
1131640,A3,46 A 65 AÑOS,CTA
4622872,A3,MAYORES A 65 AÑOS,CTA
1709988,A3,MAYORES A 65 AÑOS,CTA
680234,B1,EMPRESA,CTA
547040,A3,MAYORES A 65 AÑOS,CTA
860079,A3,46 A 65 AÑOS,CTA
831574,A3,MAYORES A 65 AÑOS,CTA
3838222,A3,18 A 22 AÑOS,CTA
494463,A3,MAYORES A 65 AÑOS,CTA
985171,A3,46 A 65 AÑOS,CTA
2385860,A3,31 A 35 AÑOS,CTA
3113817,A3,46 A 65 AÑOS,CTA
4294228,A2,MAYORES A 65 AÑOS,CTA
4493889,A3,18 A 22 AÑOS,CTA
441093,A3,MAYORES A 65 AÑOS,CTA
1569227,A1,46 A 65 AÑOS,CTA
3156132,A3,36 A 45 AÑOS,CTA
1470962,P2,EMPRESA,CTA
233256,A3,46 A 65 AÑOS,CTA
4443740,A3,36 A 45 AÑOS,CTA
554214,A3,MAYORES A 65 AÑOS,CTA
3456066,A3,23 A 30 AÑOS,CTA
2931730,A3,MAYORES A 65 AÑOS,CTA
183853,A3,MAYORES A 65 AÑOS,CTA
801653,A3,46 A 65 AÑOS,CTA
1414549,A2,46 A 65 AÑOS,CTA
2595091,A2,MAYORES A 65 AÑOS,CTA
690233,P2,EMPRESA,CTA
4590883,P2,EMPRESA,CTA
169338,A3,46 A 65 AÑOS,CTA
1790712,A1,36 A 45 AÑOS,CTA
1147880,P2,EMPRESA,CTA
1635641,A3,MAYORES A 65 AÑOS,CTA
4587144,A3,36 A 45 AÑOS,CTA
576519,B1,EMPRESA,CTA
513025,A3,46 A 65 AÑOS,CTA
4419620,P2,EMPRESA,CTA
675198,A2,46 A 65 AÑOS,CTA
552022,A2,46 A 65 AÑOS,CTA
266293,A3,46 A 65 AÑOS,CTA
213241,A3,MAYORES A 65 AÑOS,CTA
161513,A2,MAYORES A 65 AÑOS,CTA
2602395,A3,46 A 65 AÑOS,CTA
647138,A3,36 A 45 AÑOS,CTA
806752,A3,MAYORES A 65 AÑOS,CTA
2819361,A3,MAYORES A 65 AÑOS,CTA
1066728,B1,EMPRESA,CTA
4789504,A3,36 A 45 AÑOS,CTA
4673846,A3,MAYORES A 65 AÑOS,CTA
422983,A3,46 A 65 AÑOS,CTA
2575737,A3,23 A 30 AÑOS,CTA
4421795,A2,36 A 45 AÑOS,CTA
4674371,A3,46 A 65 AÑOS,CTA
2522761,P2,EMPRESA,CTA
645467,A3,MAYORES A 65 AÑOS,CTA
1745010,A3,MAYORES A 65 AÑOS,CTA
464530,A3,46 A 65 AÑOS,CTA
764110,E3,EMPRESA,CTA
306524,A3,46 A 65 AÑOS,CTA
1111387,P2,EMPRESA,CTA
4676223,A3,36 A 45 AÑOS,CTA
113007,A2,MAYORES A 65 AÑOS,CTA
785295,A1,MAYORES A 65 AÑOS,CTA
3596962,A3,MAYORES A 65 AÑOS,CTA
3291443,A2,MAYORES A 65 AÑOS,CTA
1223037,P2,EMPRESA,CTA
4363634,A2,46 A 65 AÑOS,CTA
954602,A2,MAYORES A 65 AÑOS,CTA
4781858,A3,18 A 22 AÑOS,CTA
426285,A3,MAYORES A 65 AÑOS,CTA
4607156,A3,36 A 45 AÑOS,CTA
947588,E3,EMPRESA,CTA
1059891,A3,46 A 65 AÑOS,CTA
495270,A3,MAYORES A 65 AÑOS,CTA
651570,A3,MAYORES A 65 AÑOS,CTA
858531,B1,EMPRESA,CTA
601478,A3,MAYORES A 65 AÑOS,CTA
1422089,P2,EMPRESA,CTA
2565518,A3,23 A 30 AÑOS,CTA
589101,B1,EMPRESA,CTA
2120302,A3,36 A 45 AÑOS,CTA
3360282,P2,EMPRESA,CTA
499826,A3,MAYORES A 65 AÑOS,CTA
766786,A3,MAYORES A 65 AÑOS,CTA
2563910,A3,31 A 35 AÑOS,CTA
4463766,B1,EMPRESA,CTA
1020779,A3,36 A 45 AÑOS,CTA
4562993,A3,36 A 45 AÑOS,CTA
1163412,P2,EMPRESA,CTA
4592702,A3,36 A 45 AÑOS,CTA
457024,A3,46 A 65 AÑOS,CTA
174234,A3,46 A 65 AÑOS,CTA
2529279,A3,MAYORES A 65 AÑOS,CTA
148959,A2,46 A 65 AÑOS,CTA
502474,A3,MAYORES A 65 AÑOS,CTA
23586,A3,MAYORES A 65 AÑOS,CTA
748280,A3,46 A 65 AÑOS,CTA
3733612,A2,MAYORES A 65 AÑOS,CTA
615382,A3,36 A 45 AÑOS,CTA
259040,A3,MAYORES A 65 AÑOS,CTA
4653741,A3,31 A 35 AÑOS,CTA
1747253,A1,46 A 65 AÑOS,CTA
792055,A3,46 A 65 AÑOS,CTA
270382,A3,46 A 65 AÑOS,CTA
1091677,A3,MAYORES A 65 AÑOS,CTA
335945,A2,46 A 65 AÑOS,CTA
4564335,A3,36 A 45 AÑOS,CTA
964448,A2,MAYORES A 65 AÑOS,CTA
5126,A3,MAYORES A 65 AÑOS,CTA
2009107,A3,MAYORES A 65 AÑOS,CTA
4608338,A3,MAYORES A 65 AÑOS,CTA
4581010,A3,31 A 35 AÑOS,CTA
971010,A3,MAYORES A 65 AÑOS,CTA
550699,A3,46 A 65 AÑOS,CTA
469056,B1,EMPRESA,CTA
644261,A3,MAYORES A 65 AÑOS,CTA
4462355,A3,23 A 30 AÑOS,CTA
2446670,A1,46 A 65 AÑOS,CTA
811418,A1,46 A 65 AÑOS,CTA
4586929,A2,46 A 65 AÑOS,CTA
2193836,A3,46 A 65 AÑOS,CTA
915566,A3,46 A 65 AÑOS,CTA
4028267,A3,31 A 35 AÑOS,CTA
739748,A3,MAYORES A 65 AÑOS,CTA
4640221,A3,23 A 30 AÑOS,CTA
169689,A3,MAYORES A 65 AÑOS,CTA
1318668,P2,EMPRESA,CTA
1648080,B1,EMPRESA,CTA
4272550,A3,46 A 65 AÑOS,CTA
1013409,A2,46 A 65 AÑOS,CTA
849365,A3,46 A 65 AÑOS,CTA
54540,A3,MAYORES A 65 AÑOS,CTA
3302287,A2,MAYORES A 65 AÑOS,CTA
747682,A3,46 A 65 AÑOS,CTA
188088,P1,EMPRESA,CTA
1131321,A3,31 A 35 AÑOS,CTA
4407647,B1,EMPRESA,CTA
4598859,A3,18 A 22 AÑOS,CTA
659006,A2,46 A 65 AÑOS,CTA
995581,B1,EMPRESA,CTA
4430941,B1,EMPRESA,CTA
2292084,A3,31 A 35 AÑOS,CTA
454076,A1,MAYORES A 65 AÑOS,CTA
4667772,A3,18 A 22 AÑOS,CTA
705042,B1,EMPRESA,CTA
967769,A2,MAYORES A 65 AÑOS,CTA
4582223,B1,EMPRESA,CTA
1116797,A2,MAYORES A 65 AÑOS,CTA
1913134,A3,36 A 45 AÑOS,CTA
1045174,A2,36 A 45 AÑOS,CTA
1392359,A3,36 A 45 AÑOS,CTA
251036,A2,MAYORES A 65 AÑOS,CTA
444556,A1,46 A 65 AÑOS,CTA
4563512,A1,36 A 45 AÑOS,CTA
4636373,A3,46 A 65 AÑOS,CTA
463808,A2,46 A 65 AÑOS,CTA
3193233,A3,MAYORES A 65 AÑOS,CTA
952272,A3,46 A 65 AÑOS,CTA
4417400,A3,18 A 22 AÑOS,CTA
588009,A3,46 A 65 AÑOS,CTA
595887,A3,36 A 45 AÑOS,CTA
2478657,P2,EMPRESA,CTA
1085280,A3,46 A 65 AÑOS,CTA
797599,A3,46 A 65 AÑOS,CTA
878138,A3,46 A 65 AÑOS,CTA
2003856,A3,36 A 45 AÑOS,CTA
3013921,A2,31 A 35 AÑOS,CTA
42052,A3,MAYORES A 65 AÑOS,CTA
4502918,A3,23 A 30 AÑOS,CTA
448654,A3,MAYORES A 65 AÑOS,CTA
64933,A3,MAYORES A 65 AÑOS,CTA
206341,A3,MAYORES A 65 AÑOS,CTA
854696,A3,MAYORES A 65 AÑOS,CTA
580181,P2,EMPRESA,CTA
3518697,P2,EMPRESA,CTA
4575412,A3,MAYORES A 65 AÑOS,CTA
1719972,P2,EMPRESA,CTA
768764,A3,MAYORES A 65 AÑOS,CTA
850297,A3,46 A 65 AÑOS,CTA
4566051,B1,EMPRESA,CTA
3143735,A3,36 A 45 AÑOS,CTA
665899,A3,MAYORES A 65 AÑOS,CTA
4484362,A3,18 A 22 AÑOS,CTA
1121922,A2,46 A 65 AÑOS,CTA
946193,E2,EMPRESA,CTA
575153,A3,46 A 65 AÑOS,CTA
725456,A1,46 A 65 AÑOS,CTA
164428,A3,MAYORES A 65 AÑOS,CTA
912808,A3,MAYORES A 65 AÑOS,CTA
4609282,P2,EMPRESA,CTA
927210,A3,MAYORES A 65 AÑOS,CTA
2478999,A3,31 A 35 AÑOS,CTA
539083,A3,MAYORES A 65 AÑOS,CTA
793792,A3,46 A 65 AÑOS,CTA
1356664,A3,46 A 65 AÑOS,CTA
839183,A3,46 A 65 AÑOS,CTA
4452698,A3,31 A 35 AÑOS,CTA
647807,A2,MAYORES A 65 AÑOS,CTA
550931,A3,MAYORES A 65 AÑOS,CTA
1273823,A3,MAYORES A 65 AÑOS,CTA
1071727,A3,36 A 45 AÑOS,CTA
1155711,A3,46 A 65 AÑOS,CTA
2674195,A2,46 A 65 AÑOS,CTA
3198203,A3,MAYORES A 65 AÑOS,CTA
4636348,A3,23 A 30 AÑOS,CTA
4197029,A2,MAYORES A 65 AÑOS,CTA
1265310,A3,46 A 65 AÑOS,CTA
447908,A2,MAYORES A 65 AÑOS,CTA
4407469,B1,EMPRESA,CTA
4646684,A3,MAYORES A 65 AÑOS,CTA
3625632,A3,23 A 30 AÑOS,CTA
264008,A3,MAYORES A 65 AÑOS,CTA
4256137,A2,23 A 30 AÑOS,CTA
969899,A1,MAYORES A 65 AÑOS,CTA
133061,P1,EMPRESA,CTA
419842,B1,EMPRESA,CTA
321018,A3,MAYORES A 65 AÑOS,CTA
707692,A2,46 A 65 AÑOS,CTA
1625301,A3,36 A 45 AÑOS,CTA
372238,A3,46 A 65 AÑOS,CTA
3709291,B1,EMPRESA,CTA
1628394,A3,46 A 65 AÑOS,CTA
554845,A3,MAYORES A 65 AÑOS,CTA
4499119,A3,MAYORES A 65 AÑOS,CTA
4489664,A3,36 A 45 AÑOS,CTA
4196905,P2,EMPRESA,CTA
429007,A3,MAYORES A 65 AÑOS,CTA
42913,A3,46 A 65 AÑOS,CTA
931326,A1,36 A 45 AÑOS,CTA
2273774,A3,46 A 65 AÑOS,CTA
2086667,A3,36 A 45 AÑOS,CTA
1319099,A3,31 A 35 AÑOS,CTA
4438587,A3,46 A 65 AÑOS,CTA
1807347,A3,46 A 65 AÑOS,CTA
330673,A3,46 A 65 AÑOS,CTA
508870,A3,MAYORES A 65 AÑOS,CTA
379717,A3,46 A 65 AÑOS,CTA
4731619,A2,46 A 65 AÑOS,CTA
60294,A3,MAYORES A 65 AÑOS,CTA
603647,A2,46 A 65 AÑOS,CTA
2501643,A3,36 A 45 AÑOS,CTA
2296281,A3,31 A 35 AÑOS,CTA
606676,A3,MAYORES A 65 AÑOS,CTA
822308,A3,MAYORES A 65 AÑOS,CTA
323904,A3,46 A 65 AÑOS,CTA
4653125,A3,46 A 65 AÑOS,CTA
594379,A1,MAYORES A 65 AÑOS,CTA
1114195,B1,EMPRESA,CTA
263738,A3,MAYORES A 65 AÑOS,CTA
985889,A2,46 A 65 AÑOS,CTA
80306,A3,MAYORES A 65 AÑOS,CTA
4534259,P2,EMPRESA,CTA
963779,A3,46 A 65 AÑOS,CTA
4478257,A3,18 A 22 AÑOS,CTA
1287846,P2,EMPRESA,CTA
586091,A2,MAYORES A 65 AÑOS,CTA
1564411,A3,36 A 45 AÑOS,CTA
1722028,A1,MAYORES A 65 AÑOS,CTA
1260935,A3,36 A 45 AÑOS,CTA
4490047,A3,46 A 65 AÑOS,CTA
651937,A3,46 A 65 AÑOS,CTA
1405307,P1,EMPRESA,CTA
4683211,A2,46 A 65 AÑOS,CTA
3320389,A3,MAYORES A 65 AÑOS,CTA
4479477,B1,EMPRESA,CTA
96451,P2,EMPRESA,CTA
2754249,A3,46 A 65 AÑOS,CTA
1434773,A2,MAYORES A 65 AÑOS,CTA
769539,A3,MAYORES A 65 AÑOS,CTA
122742,A3,MAYORES A 65 AÑOS,CTA
4502278,A3,23 A 30 AÑOS,CTA
4560062,A3,23 A 30 AÑOS,CTA
2363119,A2,MAYORES A 65 AÑOS,CTA
1611482,A3,36 A 45 AÑOS,CTA
1660106,B1,EMPRESA,CTA
3275404,A2,MAYORES A 65 AÑOS,CTA
717890,A3,MAYORES A 65 AÑOS,CTA
1672285,B1,EMPRESA,CTA
622758,A2,46 A 65 AÑOS,CTA
3482124,A2,36 A 45 AÑOS,CTA
652186,A2,46 A 65 AÑOS,CTA
3360120,A3,23 A 30 AÑOS,CTA
4756767,A3,31 A 35 AÑOS,CTA
496397,A3,MAYORES A 65 AÑOS,CTA
966144,A3,46 A 65 AÑOS,CTA
362633,A3,MAYORES A 65 AÑOS,CTA
4017349,A2,MAYORES A 65 AÑOS,CTA
965711,A2,46 A 65 AÑOS,CTA
2544296,A3,46 A 65 AÑOS,CTA
548499,A3,MAYORES A 65 AÑOS,CTA
2882921,A2,46 A 65 AÑOS,CTA
87088,A2,MAYORES A 65 AÑOS,CTA
331599,A3,46 A 65 AÑOS,CTA
412092,A3,MAYORES A 65 AÑOS,CTA
2330435,A3,MAYORES A 65 AÑOS,CTA
2865749,A3,46 A 65 AÑOS,CTA
3868566,P2,EMPRESA,CTA
747698,A3,MAYORES A 65 AÑOS,CTA
1736281,A3,36 A 45 AÑOS,CTA
841238,A1,46 A 65 AÑOS,CTA
4425113,A2,MAYORES A 65 AÑOS,CTA
3160020,P2,EMPRESA,CTA
653192,A2,36 A 45 AÑOS,CTA
3983510,A2,46 A 65 AÑOS,CTA
1709636,A2,MAYORES A 65 AÑOS,CTA
4414383,A3,23 A 30 AÑOS,CTA
761886,A3,MAYORES A 65 AÑOS,CTA
914468,A3,46 A 65 AÑOS,CTA
632866,A3,46 A 65 AÑOS,CTA
2484350,A2,31 A 35 AÑOS,CTA
759476,A1,36 A 45 AÑOS,CTA
648712,A2,46 A 65 AÑOS,CTA
505438,P2,EMPRESA,CTA
612986,A3,36 A 45 AÑOS,CTA
4662208,A3,23 A 30 AÑOS,CTA
465664,A3,MAYORES A 65 AÑOS,CTA
101691,A3,MAYORES A 65 AÑOS,CTA
428889,A1,46 A 65 AÑOS,CTA
1297404,A3,46 A 65 AÑOS,CTA
4580067,A3,46 A 65 AÑOS,CTA
407368,A2,MAYORES A 65 AÑOS,CTA
962976,A2,MAYORES A 65 AÑOS,CTA
3754803,A3,MAYORES A 65 AÑOS,CTA
383655,A3,46 A 65 AÑOS,CTA
841663,A3,46 A 65 AÑOS,CTA
788857,A3,MAYORES A 65 AÑOS,CTA
1406453,A3,36 A 45 AÑOS,CTA
4610864,B1,EMPRESA,CTA
1267182,A3,46 A 65 AÑOS,CTA
103533,A3,MAYORES A 65 AÑOS,CTA
535447,B1,EMPRESA,CTA
6598,B1,EMPRESA,CTA
964875,A1,MAYORES A 65 AÑOS,CTA
2780374,A3,36 A 45 AÑOS,CTA
484295,A1,MAYORES A 65 AÑOS,CTA
1497755,A3,46 A 65 AÑOS,CTA
1347230,A3,36 A 45 AÑOS,CTA
541277,A1,MAYORES A 65 AÑOS,CTA
1733755,A3,46 A 65 AÑOS,CTA
3477939,E3,EMPRESA,CTA
2478209,B1,EMPRESA,CTA
283468,A3,MAYORES A 65 AÑOS,CTA
4197397,A3,46 A 65 AÑOS,CTA
567361,A3,MAYORES A 65 AÑOS,CTA
1247371,A3,46 A 65 AÑOS,CTA
428524,A3,46 A 65 AÑOS,CTA
705381,A2,MAYORES A 65 AÑOS,CTA
2797653,A3,36 A 45 AÑOS,CTA
64203,A3,MAYORES A 65 AÑOS,CTA
45830,P1,EMPRESA,CTA
692127,A3,46 A 65 AÑOS,CTA
320627,A3,MAYORES A 65 AÑOS,CTA
1071749,A3,36 A 45 AÑOS,CTA
434555,A3,MAYORES A 65 AÑOS,CTA
166468,A1,MAYORES A 65 AÑOS,CTA
989826,P1,EMPRESA,CTA
626280,A3,46 A 65 AÑOS,CTA
4533993,A3,23 A 30 AÑOS,CTA
1396410,B1,EMPRESA,CTA
2934464,A3,46 A 65 AÑOS,CTA
1133826,B1,EMPRESA,CTA
4517702,B1,EMPRESA,CTA
953658,A3,46 A 65 AÑOS,CTA
994964,A3,MAYORES A 65 AÑOS,CTA
3211593,A3,31 A 35 AÑOS,CTA
1516058,A2,36 A 45 AÑOS,CTA
638790,A3,MAYORES A 65 AÑOS,CTA
3444614,A3,46 A 65 AÑOS,CTA
4385127,A3,36 A 45 AÑOS,CTA
703871,A1,46 A 65 AÑOS,CTA
2977810,A2,MAYORES A 65 AÑOS,CTA
766908,A2,46 A 65 AÑOS,CTA
235328,A3,MAYORES A 65 AÑOS,CTA
